event_id,case_id,observation_root_id,seed,vehicle_id,pseudonym,message_id,attack_type,detected_by,source_kind,validator_rsu_id,detected_at,ground_truth_malicious,direction,detector_confidence,source_reliability,freshness,verifiability,independence,raw_evidence_hash,geographic_cell,administrative_domain_id,sensor_modality,reason_codes,payload
det-c8b099e8a8a3e6940ded257c,case-intersection-1005-veh_000-benign,root-63120c563e05bdcf854b9729,1005,veh_000,ps-e26fbc5b00543bc6,cam-1005-veh_000-000000,benign,rsu-1,rsu,rsu-1,1.0,False,-1,0.78,0.96,0.99,0.76,0.92,86c49257f336a25c06b574a32b4131457c53c6d6a9890aa6abe12d4494a7e20b,cell-1-2,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 1.0, ""compromised_rsu"": false, ""observer_distance_m"": 244.90522656733972}"
det-4ee034be36686a97730f3f17,case-intersection-1005-veh_000-benign,root-63120c563e05bdcf854b9729,1005,veh_000,ps-e26fbc5b00543bc6,cam-1005-veh_000-000000,benign,rsu-5,rsu,rsu-5,1.0,False,-1,0.78,0.92,0.99,0.76,0.68,6564546f59cf9220325e2ab9fdbd1b435bfa5f76aa0d96951decca703bbc78de,cell-1-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 1.0, ""compromised_rsu"": false, ""observer_distance_m"": 426.2670172556164}"
det-9ceec32e213f6df5cb26509e,case-intersection-1005-veh_000-benign,root-5ba81a295f38f65d0aaeaea1,1005,veh_000,ps-e26fbc5b00543bc6,cam-1005-veh_000-000001,benign,rsu-1,rsu,rsu-1,2.0,False,-1,0.78,0.96,0.99,0.76,0.92,85b645747ba89b10ae8d8749efa39690e50ccb13de5b72cbe9fbb18c7014e928,cell-1-2,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 230.57983589827577}"
det-d8a3b98b5e014a71661352cd,case-intersection-1005-veh_000-benign,root-5ba81a295f38f65d0aaeaea1,1005,veh_000,ps-e26fbc5b00543bc6,cam-1005-veh_000-000001,benign,rsu-5,rsu,rsu-5,2.0,False,-1,0.78,0.92,0.99,0.76,0.68,d261e2c01367a4eb0bf34b574defdc9f73e791fecaf763c528df355d4d718426,cell-1-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 412.16266247195153}"
det-5ab2085771bb9d4eec9a8c8a,case-intersection-1005-veh_001-benign,root-1e97471f7ad2b22033b3e1fe,1005,veh_001,ps-54653f2b2619718e,cam-1005-veh_001-000000,benign,rsu-2,rsu,rsu-2,2.0,False,-1,0.78,0.95,0.99,0.76,0.92,f27fefa156d2097367eb0ec20aa46f1711d1b5ce2c6e3fdf3a97eb070fdeeee8,cell-3-2,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 244.9052265673397}"
det-51e960579e24a901c0b9aee9,case-intersection-1005-veh_001-benign,root-1e97471f7ad2b22033b3e1fe,1005,veh_001,ps-54653f2b2619718e,cam-1005-veh_001-000000,benign,rsu-6,rsu,rsu-6,2.0,False,-1,0.78,0.9,0.99,0.76,0.68,75065c1908710b776da912fa40d035094960fb456235ff78e651287634641048,cell-2-2,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 426.2670172556164}"
det-752a90077f4c8dc20b2a3f98,case-intersection-1005-veh_000-benign,root-3edad6acb605e07ae338c301,1005,veh_000,ps-e26fbc5b00543bc6,cam-1005-veh_000-000002,benign,rsu-1,rsu,rsu-1,3.0,False,-1,0.78,0.96,0.99,0.76,0.92,ff7f3e3416262bd89c779e7ecf5e969c68a50191b136f9f346823dfd5411a81e,cell-1-2,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 214.15684443618255}"
det-2a9ab337cda1c8906c1cee46,case-intersection-1005-veh_000-benign,root-3edad6acb605e07ae338c301,1005,veh_000,ps-e26fbc5b00543bc6,cam-1005-veh_000-000002,benign,rsu-5,rsu,rsu-5,3.0,False,-1,0.78,0.92,0.99,0.76,0.68,a6f90695e8e44a2ca54c7225dd2116f9c1d909ab1726aacf7d4b876f0ab15706,cell-1-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 396.0125725499125}"
det-14fd20b7e7101208137547d8,case-intersection-1005-veh_001-benign,root-ec3b8a5af57df814f083a227,1005,veh_001,ps-54653f2b2619718e,cam-1005-veh_001-000001,benign,rsu-2,rsu,rsu-2,3.0,False,-1,0.78,0.95,0.99,0.76,0.92,7b89f7f4c5547fa8aa36cd51c81b591740a55c178682b37d013347e06b45a2e2,cell-3-2,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 230.01853927102735}"
det-be93577b7f80785e13e0f7a0,case-intersection-1005-veh_001-benign,root-ec3b8a5af57df814f083a227,1005,veh_001,ps-54653f2b2619718e,cam-1005-veh_001-000001,benign,rsu-6,rsu,rsu-6,3.0,False,-1,0.78,0.9,0.99,0.76,0.68,2a75ee59ad26b68724c087836b1159f67e9da6e1c78255a891d885b14c6fc153,cell-2-2,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 411.6103369214413}"
