topology,seed,requested_vehicle_count,observed_vehicle_count,ttl_seconds,interactions,mean_active_vehicles,peak_active_vehicles,cache_hits,cache_misses,cache_hit_rate,v2i_queries,v2i_queries_avoided,query_failures,accepted,rejected,anomaly_escalations,stale_trust_acceptances,stale_acceptance_rate,authorization_latency_mean_ms,authorization_latency_p95_ms,messages_total,messages_per_interaction,bytes_total,bytes_per_interaction,cache_entries_final,cache_entries_peak
urban_roundabout,1001,20,20,0.0,1570,17.8,20,0,1570,0.0,1570,0,0,1408,162,22,0,0.0,16.863022161770616,23.976122459475846,3215,2.0477707006369426,2262912,1441.3452229299362,77,77
urban_roundabout,1001,20,20,1.0,1570,17.8,20,752,818,0.4789808917197452,818,752,0,1400,170,29,1,0.0006369426751592356,8.980773640435238,22.354421266192404,1661,1.0579617834394905,1166208,742.807643312102,77,77
urban_roundabout,1001,20,20,2.0,1570,17.8,20,1003,567,0.6388535031847133,567,1003,0,1401,169,29,1,0.0006369426751592356,6.2724253150708975,22.05319619165937,1168,0.7439490445859872,826752,526.5936305732484,77,77
urban_roundabout,1001,20,20,5.0,1570,17.8,20,1247,323,0.7942675159235669,323,1247,0,1404,166,30,3,0.001910828025477707,3.680922445531034,20.089090254039732,657,0.41847133757961785,462976,294.8891719745223,77,77
urban_roundabout,1001,20,20,10.0,1570,17.8,20,1361,209,0.8668789808917198,209,1361,0,1400,170,31,1,0.0006369426751592356,2.4416138418221234,18.122328137146845,425,0.27070063694267515,299648,190.85859872611465,77,77
urban_roundabout,1001,20,20,30.0,1570,17.8,20,1437,133,0.9152866242038217,133,1437,0,1428,142,33,30,0.01910828025477707,1.6785706161235254,15.679644505228651,270,0.17197452229299362,191872,122.21146496815287,77,77
urban_roundabout,1002,20,20,0.0,1523,17.8,20,0,1523,0.0,1523,0,0,1287,236,29,0,0.0,16.979105981058897,24.137633422121496,3120,2.0485883125410376,2199168,1443.9711096520027,68,68
urban_roundabout,1002,20,20,1.0,1523,17.8,20,727,796,0.47734734077478663,796,727,0,1292,231,22,1,0.0006565988181221273,9.127332660692106,22.899883006769883,1625,1.066973079448457,1143552,750.854891661195,68,68
urban_roundabout,1002,20,20,2.0,1523,17.8,20,965,558,0.6336178594878529,558,965,0,1289,234,31,4,0.0026263952724885093,6.2688791398023165,21.529965561528996,1134,0.7445830597504924,801024,525.951411687459,68,68
urban_roundabout,1002,20,20,5.0,1523,17.8,20,1205,318,0.7912015758371634,318,1205,0,1300,223,27,12,0.007879185817465528,3.6457140953019396,19.266208479584176,649,0.4261326329612607,456448,299.7032173342088,68,68
urban_roundabout,1002,20,20,10.0,1523,17.8,20,1311,212,0.860801050558109,212,1311,0,1300,223,38,23,0.015101772816808929,2.5193815703237794,18.019760304063933,427,0.28036769533814837,301056,197.6730137885752,68,68
urban_roundabout,1002,20,20,30.0,1523,17.8,20,1403,120,0.9212081418253447,120,1403,0,1316,207,27,28,0.018384766907419567,1.5972442088909389,15.586146717269491,244,0.16021011162179907,172672,113.37623112278398,68,68
urban_roundabout,1003,20,20,0.0,1534,17.8,20,0,1534,0.0,1534,0,0,1362,172,37,0,0.0,16.895586668017597,24.11446308236691,3127,2.0384615384615383,2200064,1434.200782268579,65,65
urban_roundabout,1003,20,20,1.0,1534,17.8,20,741,793,0.4830508474576271,793,741,0,1372,162,30,2,0.001303780964797914,8.739941586706513,22.147611190150222,1616,1.0534550195567145,1141248,743.9687092568448,65,65
urban_roundabout,1003,20,20,2.0,1534,17.8,20,978,556,0.6375488917861799,556,978,0,1368,166,41,4,0.002607561929595828,6.298556090123302,21.664388262728096,1141,0.7438070404172099,801920,522.7640156453716,65,65
urban_roundabout,1003,20,20,5.0,1534,17.8,20,1231,303,0.8024771838331161,303,1231,0,1387,147,25,10,0.00651890482398957,3.5760863648360917,20.02369046770624,619,0.40352020860495436,435328,283.78617992177317,65,65
urban_roundabout,1003,20,20,10.0,1534,17.8,20,1337,197,0.8715775749674055,197,1337,0,1372,162,40,12,0.007822685788787484,2.361607512364003,17.713989855290166,405,0.26401564537157757,284672,185.5749674054759,65,65
urban_roundabout,1003,20,20,30.0,1534,17.8,20,1412,122,0.9204693611473272,122,1412,0,1386,148,37,23,0.01499348109517601,1.5987638264112307,15.779728634490194,250,0.16297262059973924,176000,114.73272490221643,65,65
urban_roundabout,1004,20,20,0.0,1556,17.8,20,0,1556,0.0,1556,0,0,1437,119,33,0,0.0,17.183963475955423,24.790310558775452,3183,2.045629820051414,2237696,1438.1079691516709,80,80
urban_roundabout,1004,20,20,1.0,1556,17.8,20,742,814,0.4768637532133676,814,742,0,1438,118,32,0,0.0,9.169176564351783,23.04650332544611,1672,1.0745501285347043,1177984,757.0591259640103,80,80
urban_roundabout,1004,20,20,2.0,1556,17.8,20,985,571,0.6330334190231363,571,985,0,1445,111,26,1,0.0006426735218508997,6.453532835865719,21.798013140607253,1170,0.7519280205655527,827264,531.6606683804628,80,80
urban_roundabout,1004,20,20,5.0,1556,17.8,20,1237,319,0.7949871465295629,319,1237,0,1447,109,25,3,0.0019280205655526992,3.673411724821552,19.807150983176314,653,0.41966580976863754,457472,294.0051413881748,80,80
urban_roundabout,1004,20,20,10.0,1556,17.8,20,1344,212,0.8637532133676092,212,1344,0,1455,101,23,8,0.005141388174807198,2.491644528214211,18.65985138033821,432,0.2776349614395887,302336,194.30334190231363,80,80
urban_roundabout,1004,20,20,30.0,1556,17.8,20,1424,132,0.9151670951156813,132,1424,0,1445,111,29,3,0.0019280205655526992,1.6671907125753802,15.67456801345335,272,0.17480719794344474,189696,121.91259640102828,80,80
urban_roundabout,1005,20,20,0.0,1545,17.8,20,0,1545,0.0,1545,0,0,1359,186,36,0,0.0,17.117227879741087,24.352501242432815,3158,2.0440129449838187,2227712,1441.884789644013,81,81
urban_roundabout,1005,20,20,1.0,1545,17.8,20,733,812,0.47443365695792883,812,733,0,1361,184,35,2,0.0012944983818770227,8.973454298181412,22.531981312197047,1665,1.0776699029126213,1174400,760.1294498381877,81,81
urban_roundabout,1005,20,20,2.0,1545,17.8,20,982,563,0.6355987055016181,563,982,0,1370,175,27,3,0.001941747572815534,6.349679186108551,21.642754855547253,1147,0.7423948220064724,806144,521.7760517799353,81,81
urban_roundabout,1005,20,20,5.0,1545,17.8,20,1214,331,0.7857605177993527,331,1214,0,1365,180,41,8,0.005177993527508091,3.7669268504394537,19.711268148012095,672,0.4349514563106796,470400,304.4660194174757,81,81
urban_roundabout,1005,20,20,10.0,1545,17.8,20,1330,215,0.86084142394822,215,1330,0,1364,181,36,6,0.003883495145631068,2.5816789898041606,18.30276572311788,436,0.2822006472491909,306944,198.66925566343042,81,81
urban_roundabout,1005,20,20,30.0,1545,17.8,20,1414,131,0.915210355987055,131,1414,0,1401,144,32,38,0.02459546925566343,1.6459414472748055,15.610979177480989,265,0.1715210355987055,187008,121.04077669902912,81,81
urban_roundabout,1006,20,20,0.0,1557,17.8,20,0,1557,0.0,1557,0,0,1403,154,19,0,0.0,16.68962744731842,23.92070401358807,3176,2.039820166987797,2243072,1440.6371226718047,71,71
urban_roundabout,1006,20,20,1.0,1557,17.8,20,748,809,0.48041104688503533,809,748,0,1391,166,35,2,0.0012845215157353885,8.87670199322893,22.31745286402712,1646,1.0571612074502248,1157888,743.6660244059088,71,71
urban_roundabout,1006,20,20,2.0,1557,17.8,20,993,564,0.6377649325626205,564,993,0,1393,164,35,4,0.002569043031470777,6.290803979850964,21.248385221559825,1148,0.737315350032113,810880,520.7964033397559,71,71
urban_roundabout,1006,20,20,5.0,1557,17.8,20,1246,311,0.8002569043031471,311,1246,0,1403,154,27,7,0.00449582530507386,3.6086414936247517,19.602417577837596,630,0.4046242774566474,442624,284.2800256904303,71,71
urban_roundabout,1006,20,20,10.0,1557,17.8,20,1352,205,0.8683365446371226,205,1352,0,1410,147,30,17,0.010918432883750802,2.378729134851302,17.45967081047577,416,0.26718047527296085,292864,188.09505459216442,71,71
urban_roundabout,1006,20,20,30.0,1557,17.8,20,1433,124,0.9203596660244059,124,1433,0,1432,125,30,37,0.023763648041104687,1.5229613058240283,15.435639826428366,252,0.16184971098265896,178304,114.51766217084136,71,71
urban_roundabout,1007,20,20,0.0,1537,17.8,20,0,1537,0.0,1537,0,0,1276,261,28,0,0.0,16.88569216486039,24.03491641125298,3127,2.0344827586206895,2200064,1431.4014313597918,72,72
urban_roundabout,1007,20,20,1.0,1537,17.8,20,728,809,0.47364996746909566,809,728,0,1282,255,26,2,0.0013012361743656475,9.049347007708311,22.31720861472297,1645,1.070266753415745,1159424,754.3422251138581,72,72
urban_roundabout,1007,20,20,2.0,1537,17.8,20,977,560,0.6356538711776187,560,977,0,1279,258,31,3,0.001951854261548471,6.336233403963652,21.69787687026314,1148,0.7469095640858816,809088,526.4072869225764,72,72
urban_roundabout,1007,20,20,5.0,1537,17.8,20,1221,316,0.7944046844502277,316,1221,0,1286,251,31,11,0.0071567989590110605,3.6931363389426193,20.019088588814782,650,0.4229017566688354,454912,295.9739752765127,72,72
urban_roundabout,1007,20,20,10.0,1537,17.8,20,1332,205,0.8666232921275211,205,1332,0,1282,255,25,2,0.0013012361743656475,2.4450120413554313,18.242293041237176,416,0.27065712426805466,291072,189.37670787247885,72,72
urban_roundabout,1007,20,20,30.0,1537,17.8,20,1412,125,0.9186727391021471,125,1412,0,1341,196,28,63,0.04098893949251789,1.577667579614507,14.811339200628725,254,0.1652569941444372,178816,116.3409238776838,72,72
urban_roundabout,1008,20,20,0.0,1575,17.8,20,0,1575,0.0,1575,0,0,1315,260,39,0,0.0,17.115000885326435,24.704391541819955,3230,2.0507936507936506,2268544,1440.3453968253968,78,78
urban_roundabout,1008,20,20,1.0,1575,17.8,20,751,824,0.4768253968253968,824,751,0,1311,264,40,2,0.0012698412698412698,8.874806072782201,22.648102781223038,1683,1.0685714285714285,1187072,753.6965079365079,78,78
urban_roundabout,1008,20,20,2.0,1575,17.8,20,999,576,0.6342857142857142,576,999,0,1319,256,35,4,0.0025396825396825397,6.335975696868154,21.407654395328276,1175,0.746031746031746,827648,525.4907936507936,78,78
urban_roundabout,1008,20,20,5.0,1575,17.8,20,1247,328,0.7917460317460318,328,1247,0,1326,249,32,12,0.007619047619047619,3.8735387881728776,20.888995493773876,672,0.4266666666666667,470400,298.6666666666667,78,78
urban_roundabout,1008,20,20,10.0,1575,17.8,20,1356,219,0.8609523809523809,219,1356,0,1337,238,30,19,0.012063492063492064,2.568118247901251,18.382207163365738,445,0.28253968253968254,311040,197.4857142857143,78,78
urban_roundabout,1008,20,20,30.0,1575,17.8,20,1444,131,0.9168253968253969,131,1444,0,1384,191,26,64,0.040634920634920635,1.6455506981880303,15.481174522359698,269,0.1707936507936508,189824,120.52317460317461,78,78
urban_roundabout,1009,20,20,0.0,1564,17.8,20,0,1564,0.0,1564,0,0,1354,210,26,0,0.0,17.074341917241675,24.023994491097326,3187,2.03772378516624,2244096,1434.843989769821,68,68
urban_roundabout,1009,20,20,1.0,1564,17.8,20,741,823,0.47378516624040923,823,741,0,1352,212,33,3,0.0019181585677749361,8.999443568821155,22.35028692367926,1669,1.0671355498721227,1170944,748.6854219948849,68,68
urban_roundabout,1009,20,20,2.0,1564,17.8,20,989,575,0.6323529411764706,575,989,0,1351,213,35,4,0.0025575447570332483,6.449863723938364,21.43970810504782,1180,0.7544757033248082,828928,530.0051150895141,68,68
