event_id,case_id,observation_root_id,seed,vehicle_id,pseudonym,message_id,attack_type,detected_by,source_kind,validator_rsu_id,detected_at,ground_truth_malicious,direction,detector_confidence,source_reliability,freshness,verifiability,independence,raw_evidence_hash,geographic_cell,administrative_domain_id,sensor_modality,reason_codes,payload
det-4e028f6fd2e08b443a56d295,case-intersection-1002-veh_000-benign,root-b8ecc4158ff5283a0d670a7f,1002,veh_000,ps-d597c8f9a277d176,cam-1002-veh_000-000000,benign,rsu-1,rsu,rsu-1,1.0,False,-1,0.78,0.96,0.99,0.76,0.92,c60879cc6b4142ed87c7446279ab7034b33a8814ba48bbcf0704973ee9477931,cell-1-2,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 1.0, ""compromised_rsu"": false, ""observer_distance_m"": 244.90522656733972}"
det-d8d9b0231783d06fc6933f23,case-intersection-1002-veh_000-benign,root-b8ecc4158ff5283a0d670a7f,1002,veh_000,ps-d597c8f9a277d176,cam-1002-veh_000-000000,benign,rsu-5,rsu,rsu-5,1.0,False,-1,0.78,0.92,0.99,0.76,0.68,44f0a78d59cdf42fa7f7864f828aaed934e7add8bf24975436df7b73797f4399,cell-1-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 1.0, ""compromised_rsu"": false, ""observer_distance_m"": 426.2670172556164}"
det-d52e6e78b45a91bdde6bb7a4,case-intersection-1002-veh_000-benign,root-ebecf551dbb2d482cc06ce92,1002,veh_000,ps-d597c8f9a277d176,cam-1002-veh_000-000001,benign,rsu-1,rsu,rsu-1,2.0,False,-1,0.78,0.96,0.99,0.76,0.92,8432273af26418ce566c4596726a347ba1265614c9e98355fd0eb3beea3f09af,cell-1-2,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 231.01851518275953}"
det-438ac4fba3ff7651a7be7661,case-intersection-1002-veh_000-benign,root-ebecf551dbb2d482cc06ce92,1002,veh_000,ps-d597c8f9a277d176,cam-1002-veh_000-000001,benign,rsu-5,rsu,rsu-5,2.0,False,-1,0.78,0.92,0.99,0.76,0.68,2db51af67aa125b082b19344832f59cce8917c7c9dcf9fde8421c964b04309e1,cell-1-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 412.59434728247567}"
det-b34922ba4bb1df0f06a96bcf,case-intersection-1002-veh_001-benign,root-72209ca715d0e8981981d327,1002,veh_001,ps-77d642c9a0d48215,cam-1002-veh_001-000000,benign,rsu-2,rsu,rsu-2,2.0,False,-1,0.78,0.95,0.99,0.76,0.92,8ad18dda30ce10972131d7558724f5f0f2dd4e63d13455b795956cec1b056f6a,cell-3-2,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 244.9052265673397}"
det-8f0b708bb9f230847013c8ba,case-intersection-1002-veh_001-benign,root-72209ca715d0e8981981d327,1002,veh_001,ps-77d642c9a0d48215,cam-1002-veh_001-000000,benign,rsu-6,rsu,rsu-6,2.0,False,-1,0.78,0.9,0.99,0.76,0.68,97d7af2b1886b0a3f33325ee1705cd6d944eb85cbb841c862d798c823c359f5d,cell-2-2,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 426.2670172556164}"
det-5c17e6599e97733abcb10c47,case-intersection-1002-veh_000-benign,root-29dc78342da8cb56adffb2ec,1002,veh_000,ps-d597c8f9a277d176,cam-1002-veh_000-000002,benign,rsu-1,rsu,rsu-1,3.0,False,-1,0.78,0.96,0.99,0.76,0.92,2f0e34675d20c8265e7b02524b4296ef3c62a01d6bd3e4f7ead5d1c107442a4e,cell-1-2,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 215.20354799541585}"
det-3d23f9780cf6110e073f5f2f,case-intersection-1002-veh_000-benign,root-29dc78342da8cb56adffb2ec,1002,veh_000,ps-d597c8f9a277d176,cam-1002-veh_000-000002,benign,rsu-5,rsu,rsu-5,3.0,False,-1,0.78,0.92,0.99,0.76,0.68,a1c70cfb50c0397c810b2fc98a13d353803dcfff2d143532134a46e548d24d8b,cell-1-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 397.0412158572169}"
det-b502bfec77753bd0b77aec0c,case-intersection-1002-veh_001-benign,root-2c66e0b1cb8da768fb98c8d5,1002,veh_001,ps-77d642c9a0d48215,cam-1002-veh_001-000001,benign,rsu-2,rsu,rsu-2,3.0,False,-1,0.78,0.95,0.99,0.76,0.92,7247a0316c0092451dc5bf830f98c0e3f3c18cd45cc46d6e49aca6a692276c6d,cell-3-2,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 229.897551143477}"
det-87b8e9044e7467dfe5cd977e,case-intersection-1002-veh_001-benign,root-2c66e0b1cb8da768fb98c8d5,1002,veh_001,ps-77d642c9a0d48215,cam-1002-veh_001-000001,benign,rsu-6,rsu,rsu-6,3.0,False,-1,0.78,0.9,0.99,0.76,0.68,9bcfa28854ab66cd082bb0f5a0ee02e631adbd6d9823a824a91460e9a9f05761,cell-2-2,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 411.4912856966642}"
