event_id,case_id,observation_root_id,seed,vehicle_id,pseudonym,message_id,attack_type,detected_by,source_kind,validator_rsu_id,detected_at,ground_truth_malicious,direction,detector_confidence,source_reliability,freshness,verifiability,independence,raw_evidence_hash,geographic_cell,administrative_domain_id,sensor_modality,reason_codes,payload
det-23eb32a76c892c83112c06c8,case-intersection-1003-veh_000-benign,root-1372a2e9fdbf236a9fce8dc6,1003,veh_000,ps-9fde33d38ecdbfb0,cam-1003-veh_000-000000,benign,rsu-1,rsu,rsu-1,1.0,False,-1,0.78,0.96,0.99,0.76,0.92,6e5fe26884540b2c227fa2214144096be4d087f115546eb8cd98cb7c8bd72303,cell-1-2,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 1.0, ""compromised_rsu"": false, ""observer_distance_m"": 244.90522656733972}"
det-3042bed737966af593df93e0,case-intersection-1003-veh_000-benign,root-1372a2e9fdbf236a9fce8dc6,1003,veh_000,ps-9fde33d38ecdbfb0,cam-1003-veh_000-000000,benign,rsu-5,rsu,rsu-5,1.0,False,-1,0.78,0.92,0.99,0.76,0.68,e23c8449a189c803f63d30d97495de72ffe293cad0acbf0a8c87d3e8fd5ceafc,cell-1-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 1.0, ""compromised_rsu"": false, ""observer_distance_m"": 426.2670172556164}"
det-88818f2a49fd9c4ef35879ab,case-intersection-1003-veh_000-benign,root-f3b75de632be1096b786a679,1003,veh_000,ps-9fde33d38ecdbfb0,cam-1003-veh_000-000001,benign,rsu-1,rsu,rsu-1,2.0,False,-1,0.78,0.96,0.99,0.76,0.92,6b44f27b68fe6216369c78528971c286bd01c73acf77f29a61bf0f1c66ebacbd,cell-1-2,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 230.81074489800528}"
det-a36edcd749da031d3c95068b,case-intersection-1003-veh_000-benign,root-f3b75de632be1096b786a679,1003,veh_000,ps-9fde33d38ecdbfb0,cam-1003-veh_000-000001,benign,rsu-5,rsu,rsu-5,2.0,False,-1,0.78,0.92,0.99,0.76,0.68,56f5f8f3316b5066dc5715a097e38fed0821314753d2719e158d50019a433b28,cell-1-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 412.3898879303354}"
det-ab21feb8913243094c475ded,case-intersection-1003-veh_001-benign,root-92406b8dc64709369b75548b,1003,veh_001,ps-f81289df65d05ff0,cam-1003-veh_001-000000,benign,rsu-2,rsu,rsu-2,2.0,False,-1,0.78,0.95,0.99,0.76,0.92,0169a22e41c78876517c844f341ae74e62983f35f6c3b44122b8325b97724ff0,cell-3-2,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 244.9052265673397}"
det-92deb73dfd3cda216dc36c96,case-intersection-1003-veh_001-benign,root-92406b8dc64709369b75548b,1003,veh_001,ps-f81289df65d05ff0,cam-1003-veh_001-000000,benign,rsu-6,rsu,rsu-6,2.0,False,-1,0.78,0.9,0.99,0.76,0.68,aa18e8c58d0fa2dd5be1e5a4f91acd909b732bfe0821a93afa1739cf9ba1ee34,cell-2-2,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 426.2670172556164}"
det-335303743decc5122eb239e9,case-intersection-1003-veh_000-benign,root-efdd47ae1bdd5228c3e866a6,1003,veh_000,ps-9fde33d38ecdbfb0,cam-1003-veh_000-000002,benign,rsu-1,rsu,rsu-1,3.0,False,-1,0.78,0.96,0.99,0.76,0.92,50dfddd741f1ab5ac94417b7be3cc68f0b29e3d45970a6734daf7a3f607f45a4,cell-1-2,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 215.4244782319513}"
det-c0e969b1402bdd845e38d7da,case-intersection-1003-veh_000-benign,root-efdd47ae1bdd5228c3e866a6,1003,veh_000,ps-9fde33d38ecdbfb0,cam-1003-veh_000-000002,benign,rsu-5,rsu,rsu-5,3.0,False,-1,0.78,0.92,0.99,0.76,0.68,e8f2f4506c707d6382917bb8fe55ab8c8a041224a69d14b555b83c954f5fd7e9,cell-1-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 397.2583461161024}"
det-ad444a5583336fff5f66dfe0,case-intersection-1003-veh_001-benign,root-7bb2e6dc3b9e4970a959df2d,1003,veh_001,ps-f81289df65d05ff0,cam-1003-veh_001-000001,benign,rsu-2,rsu,rsu-2,3.0,False,-1,0.78,0.95,0.99,0.76,0.92,6b6bca48f166d224014b3aeb3a2689d6be3137f871b52bcd4e7fe9d54f679ee5,cell-3-2,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 229.8517861690704}"
det-bcec9326c65a802cc77a63d1,case-intersection-1003-veh_001-benign,root-7bb2e6dc3b9e4970a959df2d,1003,veh_001,ps-f81289df65d05ff0,cam-1003-veh_001-000001,benign,rsu-6,rsu,rsu-6,3.0,False,-1,0.78,0.9,0.99,0.76,0.68,576ddfd403b7291fb8211e5d9516995f1ea9b80b899911e8dbbf1595c8ea3706,cell-2-2,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 411.4462536693999}"
